242,41,255,192,15,0,32,0,0,0,0,1,128,188,255,0,20,2,192,169,7,0,128,0,4,0,0,75,127,64,128,104,130,232,207,85,1,0,0,0,0,0,0
242,41,255,224,16,0,32,0,0,0,0,1,64,192,255,64,19,2,128,167,7,0,128,0,4,0,0,75,127,62,128,118,130,104,180,100,1,0,0,0,0,1,0
242,41,255,224,16,0,32,0,0,0,0,1,192,187,255,0,21,2,0,171,7,0,128,0,4,0,0,75,127,62,128,118,130,208,156,115,1,0,0,0,0,0,0
240,41,255,0,17,0,32,0,0,0,0,1,0,179,255,0,22,2,128,172,7,0,128,0,4,0,0,75,127,62,128,118,130,80,129,130,1,0,0,0,0,0,0
241,41,255,224,18,0,32,0,0,0,0,1,128,198,255,192,17,2,64,172,7,0,128,0,4,0,0,75,127,62,128,118,130,160,109,145,1,0,0,0,0,0,0
240,41,255,32,16,0,32,0,0,0,0,1,64,196,255,64,16,2,192,176,7,0,128,0,4,0,0,75,127,62,128,118,130,56,78,160,1,0,0,0,0,0,0
242,41,255,192,17,0,32,0,0,0,0,1,0,190,255,128,19,2,0,177,7,0,128,0,4,0,0,75,127,62,128,118,130,136,58,175,1,0,0,0,0,0,0
240,41,255,32,17,0,32,0,0,0,0,1,64,194,255,128,10,2,128,177,7,0,128,0,4,0,0,80,127,61,128,106,130,32,27,190,1,0,0,0,0,1,0
238,41,255,32,19,0,32,0,0,0,0,1,128,194,255,0,15,2,0,181,7,0,128,0,4,0,0,80,127,61,128,106,130,136,3,205,1,0,0,0,0,0,0
241,41,255,160,19,0,32,0,0,0,0,1,128,182,255,192,14,2,192,178,7,0,128,0,4,0,0,80,127,61,128,106,130,8,232,219,1,0,0,0,0,0,0
239,41,255,64,19,0,32,0,0,0,0,1,0,187,255,192,7,2,64,184,7,0,128,0,4,0,0,80,127,61,128,106,130,112,208,234,1,0,0,0,0,0,0
240,41,255,0,19,0,32,0,0,0,0,1,128,192,255,192,10,2,64,183,7,0,128,0,4,0,0,80,127,61,128,106,130,240,180,249,1,0,0,0,0,0,0
238,41,255,192,19,0,32,0,0,0,0,1,0,193,255,192,13,2,0,186,7,0,128,0,4,0,0,80,127,61,128,106,130,88,157,8,2,0,0,0,0,0,0
237,41,255,96,17,0,32,0,0,0,0,1,192,183,255,0,13,2,192,187,7,0,128,0,4,0,0,73,127,60,128,107,130,192,133,23,2,0,0,0,0,1,0
236,41,255,0,18,0,32,0,0,0,0,1,128,194,255,0,10,2,128,188,7,0,128,0,4,0,0,73,127,60,128,107,130,64,106,38,2,0,0,0,0,0,0
236,41,255,128,15,0,32,0,0,0,0,1,192,189,255,0,8,2,0,187,7,0,128,0,4,0,0,73,127,60,128,107,130,168,82,53,2,0,0,0,0,0,0
237,41,255,224,18,0,32,0,0,0,0,1,128,188,255,64,9,2,64,189,7,0,128,0,4,0,0,73,127,60,128,107,130,40,55,68,2,0,0,0,0,0,0
236,41,255,64,16,0,32,0,0,0,0,1,192,180,255,128,11,2,64,195,7,0,128,0,4,0,0,73,127,60,128,107,130,144,31,83,2,0,0,0,0,0,0
236,41,255,224,18,0,32,0,0,0,0,1,0,187,255,64,11,2,0,190,7,0,128,0,4,0,0,73,127,60,128,107,130,16,4,98,2,0,0,0,0,0,0
234,41,255,128,16,0,32,0,0,0,0,1,0,180,255,0,10,2,128,190,7,0,128,0,4,0,0,72,127,53,128,117,130,96,240,112,2,0,0,0,0,1,0
234,41,255,32,15,0,32,0,0,0,0,1,192,187,255,64,4,2,192,196,7,0,128,0,4,0,0,72,127,53,128,117,130,224,212,127,2,0,0,0,0,0,0
234,41,255,128,18,0,32,0,0,0,0,1,192,189,255,192,18,2,192,198,7,0,128,0,4,0,0,72,127,53,128,117,130,72,189,142,2,0,0,0,0,0,0
235,41,255,192,16,0,32,0,0,0,0,1,0,188,255,128,17,2,128,203,7,0,128,0,4,0,0,72,127,53,128,117,130,200,161,157,2,0,0,0,0,0,0
233,41,255,192,14,0,32,0,0,0,0,1,64,191,255,0,9,2,128,200,7,0,128,0,4,0,0,72,127,53,128,117,130,48,138,172,2,0,0,0,0,0,0
233,41,255,192,14,0,32,0,0,0,0,1,192,181,255,0,19,2,128,202,7,0,128,0,4,0,0,72,127,53,128,117,130,176,110,187,2,0,0,0,0,0,0
234,41,255,0,16,0,32,0,0,0,0,1,0,191,255,192,13,2,0,192,7,0,128,0,4,0,0,80,127,65,128,108,130,24,87,202,2,0,0,0,0,1,0
234,41,255,0,15,0,32,0,0,0,0,1,0,183,255,0,17,2,192,205,7,0,128,0,4,0,0,80,127,65,128,108,130,152,59,217,2,0,0,0,0,0,0
231,41,255,224,15,0,32,0,0,0,0,1,0,181,255,64,17,2,64,195,7,0,128,0,4,0,0,80,127,65,128,108,130,0,36,232,2,0,0,0,0,0,0
232,41,255,160,14,0,32,0,0,0,0,1,128,189,255,0,17,2,0,203,7,0,128,0,4,0,0,80,127,65,128,108,130,128,8,247,2,0,0,0,0,0,0
232,41,255,128,16,0,32,0,0,0,0,1,128,182,255,64,20,2,0,207,7,0,128,0,4,0,0,80,127,65,128,108,130,208,244,5,3,0,0,0,0,0,0
231,41,255,224,15,0,32,0,0,0,0,1,0,190,255,0,16,2,128,204,7,0,128,0,4,0,0,80,127,65,128,108,130,104,213,20,3,0,0,0,0,0,0
231,41,255,32,11,0,32,0,0,0,0,1,128,181,255,0,11,2,128,204,7,0,128,0,4,0,0,75,127,60,128,105,130,208,189,35,3,0,0,0,0,1,0
229,41,255,64,12,0,32,0,0,0,0,1,128,187,255,192,17,2,128,209,7,0,128,0,4,0,0,75,127,60,128,105,130,80,162,50,3,0,0,0,0,0,0
229,41,255,32,13,0,32,0,0,0,0,1,128,185,255,64,19,2,192,205,7,0,128,0,4,0,0,75,127,60,128,105,130,184,138,65,3,0,0,0,0,0,0
226,41,255,64,14,0,32,0,0,0,0,1,128,190,255,0,15,2,0,210,7,0,128,0,4,0,0,75,127,60,128,105,130,56,111,80,3,0,0,0,0,0,0
226,41,255,32,12,0,32,0,0,0,0,1,128,190,255,0,15,2,64,208,7,0,128,0,4,0,0,75,127,60,128,105,130,160,87,95,3,0,0,0,0,0,0
226,41,255,160,11,0,32,0,0,0,0,1,64,183,255,128,18,2,0,213,7,0,128,0,4,0,0,75,127,60,128,105,130,8,64,110,3,0,0,0,0,0,0
