01,02,8b,06,38,c0,f7,56,57,16,00,00,a0,0f,00,00,00,01,e0,dc,fc,20,5b,02,00,a0,01,20,00,00,00,00,01,c0,b1,fe,40,d6,00,40,32,08,00,80,00,04,00,00,e6,7e,1d,80,93,82,68,9b,77,02,00,00,00,00,00,00
01,02,8b,06,78,02,07,57,57,16,00,00,a0,0f,00,00,00,01,00,d8,fc,a0,5a,02,60,9d,01,20,00,00,00,00,01,80,af,fe,40,d3,00,80,31,08,00,80,00,04,00,00,e6,7e,1d,80,93,82,e8,7f,86,02,00,00,00,00,00,00
01,02,9a,06,b8,44,16,57,57,16,00,00,a0,0f,00,00,00,01,40,d3,fc,c0,5b,02,20,9d,01,20,00,00,00,00,01,c0,b3,fe,00,ce,00,00,38,08,00,80,00,04,00,00,e6,7e,1c,80,97,82,38,6c,95,02,00,00,00,00,01,00
01,02,94,06,f8,86,25,57,57,16,00,00,a0,0f,00,00,00,01,00,d3,fc,e0,5b,02,60,9b,01,20,00,00,00,00,01,c0,a6,fe,80,cc,00,c0,33,08,00,80,00,04,00,00,e6,7e,1c,80,97,82,d0,4c,a4,02,00,00,00,00,00,00
01,02,a3,06,38,c9,34,57,57,16,00,00,a0,0f,00,00,00,01,80,cd,fc,80,58,02,a0,9a,01,20,00,00,00,00,01,40,a2,fe,40,d1,00,00,2d,08,00,80,00,04,00,00,e6,7e,1c,80,97,82,38,35,b3,02,00,00,00,00,00,00
01,02,97,06,78,0b,44,57,57,16,00,00,a0,0f,00,00,00,01,00,cb,fc,40,5a,02,00,97,01,20,00,00,00,00,01,c0,a0,fe,00,d1,00,80,25,08,00,80,00,04,00,00,e6,7e,1c,80,97,82,88,21,c2,02,00,00,00,00,00,00
01,02,92,06,b8,4d,53,57,57,16,00,00,a0,0f,00,00,00,01,20,c7,fc,80,5a,02,e0,96,01,20,00,00,00,00,01,40,a5,fe,40,c3,00,80,29,08,00,80,00,04,00,00,e6,7e,1c,80,97,82,20,02,d1,02,00,00,00,00,00,00
01,02,96,06,f8,8f,62,57,57,16,00,00,a0,0f,00,00,00,01,40,c4,fc,c0,58,02,40,92,01,20,00,00,00,00,01,80,9a,fe,80,c7,00,40,22,08,00,80,00,04,00,00,e6,7e,1c,80,97,82,88,ea,df,02,00,00,00,00,00,00
01,02,97,06,78,14,81,57,57,16,00,00,a0,0f,00,00,00,01,e0,bd,fc,40,56,02,40,91,01,20,00,00,00,00,01,c0,90,fe,40,bf,00,80,23,08,00,80,00,04,00,00,de,7e,1c,80,9d,82,70,b7,fd,02,00,00,00,00,00,00
01,02,98,06,b8,56,90,57,57,16,00,00,a0,0f,00,00,00,01,60,ba,fc,40,56,02,e0,8f,01,20,00,00,00,00,01,80,8f,fe,00,bc,00,c0,1c,08,00,80,00,04,00,00,de,7e,1c,80,9d,82,d8,9f,0c,03,00,00,00,00,00,00
01,02,92,06,f8,98,9f,57,57,16,00,00,a0,0f,00,00,00,01,20,b8,fc,80,56,02,20,8e,01,20,00,00,00,00,01,40,94,fe,80,b5,00,c0,10,08,00,80,00,04,00,00,de,7e,1c,80,9d,82,58,84,1b,03,00,00,00,00,00,00
01,02,90,06,38,db,ae,57,57,16,00,00,a0,0f,00,00,00,01,60,b6,fc,a0,55,02,e0,8c,01,20,00,00,00,00,01,80,91,fe,00,bf,00,c0,17,08,00,80,00,04,00,00,de,7e,1c,80,9d,82,d8,68,2a,03,00,00,00,00,00,00
01,02,93,06,78,1d,be,57,57,16,00,00,a0,0f,00,00,00,01,80,b0,fc,40,54,02,40,8b,01,20,00,00,00,00,01,00,8c,fe,80,b2,00,c0,1b,08,00,80,00,04,00,00,de,7e,1c,80,9d,82,28,55,39,03,00,00,00,00,00,00
01,02,a0,06,b8,5f,cd,57,57,16,00,00,a0,0f,00,00,00,01,00,b0,fc,40,52,02,a0,8b,01,20,00,00,00,00,01,c0,8c,fe,00,a7,00,40,1b,08,00,80,00,04,00,00,de,7e,1c,80,9d,82,a8,39,48,03,00,00,00,00,00,00
01,02,90,06,f8,a1,dc,57,57,16,00,00,a0,0f,00,00,00,01,e0,aa,fc,e0,50,02,00,89,01,20,00,00,00,00,01,40,8a,fe,40,ac,00,80,15,08,00,80,00,04,00,00,db,7e,1e,80,99,82,28,1e,57,03,00,00,00,00,01,00
01,02,93,06,38,e4,eb,57,57,16,00,00,a0,0f,00,00,00,01,80,a8,fc,60,50,02,60,86,01,20,00,00,00,00,01,40,88,fe,80,a4,00,80,22,08,00,80,00,04,00,00,db,7e,1e,80,99,82,78,0a,66,03,00,00,00,00,00,00
01,02,98,06,78,26,fb,57,57,16,00,00,a0,0f,00,00,00,01,60,a2,fc,00,4f,02,00,86,01,20,00,00,00,00,01,c0,90,fe,40,a3,00,00,1e,08,00,80,00,04,00,00,db,7e,1e,80,99,82,10,eb,74,03,00,00,00,00,00,00
01,02,a0,06,b8,68,0a,58,57,16,00,00,a0,0f,00,00,00,01,20,a2,fc,e0,4e,02,60,84,01,20,00,00,00,00,01,40,7f,fe,40,a1,00,40,18,08,00,80,00,04,00,00,db,7e,1e,80,99,82,78,d3,83,03,00,00,00,00,00,00
01,02,a0,06,f8,aa,19,58,57,16,00,00,a0,0f,00,00,00,01,a0,9d,fc,e0,4d,02,c0,7f,01,20,00,00,00,00,01,40,7f,fe,40,9e,00,00,1f,08,00,80,00,04,00,00,db,7e,1e,80,99,82,f8,b7,92,03,00,00,00,00,00,00
01,02,a0,06,38,ed,28,58,57,16,00,00,a0,0f,00,00,00,01,20,9a,fc,00,4e,02,40,7f,01,20,00,00,00,00,01,40,86,fe,80,8d,00,00,22,08,00,80,00,04,00,00,db,7e,1e,80,99,82,60,a0,a1,03,00,00,00,00,00,00
01,02,8c,06,78,2f,38,58,57,16,00,00,a0,0f,00,00,00,01,a0,99,fc,20,4c,02,00,7f,01,20,00,00,00,00,01,00,7c,fe,80,92,00,00,27,08,00,80,00,04,00,00,db,7e,1e,80,99,82,b0,8c,b0,03,00,00,00,00,00,00
01,02,8b,06,b8,71,47,58,57,16,00,00,a0,0f,00,00,00,01,c0,94,fc,c0,4b,02,e0,7e,01,20,00,00,00,00,01,00,7c,fe,40,91,00,c0,25,08,00,80,00,04,00,00,d9,7e,16,80,95,82,48,6d,bf,03,00,00,00,00,01,00
01,02,93,06,f8,b3,56,58,57,16,00,00,a0,0f,00,00,00,01,80,90,fc,e0,4b,02,c0,7c,01,20,00,00,00,00,01,80,73,fe,80,8b,00,00,2d,08,00,80,00,04,00,00,d9,7e,16,80,95,82,b0,55,ce,03,00,00,00,00,00,00
01,02,90,06,38,f6,65,58,57,16,00,00,a0,0f,00,00,00,01,a0,8c,fc,40,49,02,80,7a,01,20,00,00,00,00,01,00,76,fe,40,89,00,80,2d,08,00,80,00,04,00,00,d9,7e,16,80,95,82,18,3e,dd,03,00,00,00,00,00,00
01,02,9a,06,78,38,75,58,57,16,00,00,a0,0f,00,00,00,01,40,8a,fc,a0,48,02,40,79,01,20,00,00,00,00,01,80,76,fe,40,85,00,40,33,08,00,80,00,04,00,00,d9,7e,16,80,95,82,98,22,04,00,00,00,00,00,00,00
01,02,94,06,b8,7a,84,58,57,16,00,00,a0,0f,00,00,00,01,c0,87,fc,a0,48,02,c0,77,01,20,00,00,00,00,01,00,77,fe,00,87,00,40,32,08,00,80,00,04,00,00,d9,7e,16,80,95,82,18,07,13,00,00,00,00,00,00,00
01,02,a1,06,f8,bc,93,58,57,16,00,00,a0,0f,00,00,00,01,60,80,fc,a0,48,02,a0,73,01,20,00,00,00,00,01,80,70,fe,80,82,00,40,36,08,00,80,00,04,00,00,d9,7e,16,80,95,82,68,f3,21,00,00,00,00,00,00,00
01,02,a0,06,20,03,a3,58,57,16,00,00,a0,0f,00,00,00,01,20,7d,fc,60,48,02,c0,74,01,20,00,00,00,00,01,80,69,fe,c0,85,00,00,34,08,00,80,00,04,00,00,d6,7e,15,80,97,82,00,d4,30,00,00,00,00,00,01,00
01,02,96,06,78,41,b2,58,57,16,00,00,a0,0f,00,00,00,01,a0,79,fc,e0,46,02,a0,70,01,20,00,00,00,00,01,80,6a,fe,40,86,00,40,3b,08,00,80,00,04,00,00,d6,7e,15,80,97,82,68,bc,3f,00,00,00,00,00,00,00
01,02,8e,06,b8,83,c1,58,57,16,00,00,a0,0f,00,00,00,01,00,77,fc,60,45,02,00,70,01,20,00,00,00,00,01,00,72,fe,80,7c,00,40,3a,08,00,80,00,04,00,00,d6,7e,15,80,97,82,d0,a4,4e,00,00,00,00,00,00,00
01,02,95,06,f8,c5,d0,58,57,16,00,00,a0,0f,00,00,00,01,20,71,fc,20,46,02,00,6d,01,20,00,00,00,00,01,00,6f,fe,80,88,00,00,3d,08,00,80,00,04,00,00,d6,7e,15,80,97,82,50,89,5d,00,00,00,00,00,00,00
01,02,9f,06,38,08,e0,58,57,16,00,00,a0,0f,00,00,00,01,e0,6e,fc,c0,45,02,60,6e,01,20,00,00,00,00,01,40,65,fe,40,83,00,c0,40,08,00,80,00,04,00,00,d6,7e,15,80,97,82,a0,75,6c,00,00,00,00,00,00,00
01,02,89,06,78,4a,ef,58,57,16,00,00,a0,0f,00,00,00,01,e0,68,fc,60,44,02,20,6a,01,20,00,00,00,00,01,00,6a,fe,40,85,00,00,43,08,00,80,00,04,00,00,d6,7e,15,80,97,82,38,56,7b,00,00,00,00,00,00,00
01,02,9f,06,b8,8c,fe,58,57,16,00,00,a0,0f,00,00,00,01,60,63,fc,80,43,02,a0,67,01,20,00,00,00,00,01,40,63,fe,c0,7f,00,00,40,08,00,80,00,04,00,00,d6,7e,15,80,97,82,a0,3e,8a,00,00,00,00,00,00,00
01,02,9c,06,f8,ce,0d,59,57,16,00,00,a0,0f,00,00,00,01,c0,60,fc,c0,44,02,40,66,01,20,00,00,00,00,01,c0,63,fe,80,83,00,00,3d,08,00,80,00,04,00,00,d0,7e,15,80,94,82,08,27,99,00,00,00,00,00,01,00
01,02,8d,06,38,11,1d,59,57,16,00,00,a0,0f,00,00,00,01,a0,5b,fc,c0,42,02,40,65,01,20,00,00,00,00,01,40,62,fe,80,81,00,80,3e,08,00,80,00,04,00,00,d0,7e,15,80,94,82,88,0b,a8,00,00,00,00,00,00,00
01,02,92,06,78,53,2c,59,57,16,00,00,a0,0f,00,00,00,01,60,55,fc,a0,42,02,60,61,01,20,00,00,00,00,01,c0,5e,fe,80,84,00,00,42,08,00,80,00,04,00,00,d0,7e,15,80,94,82,f0,f3,b6,00,00,00,00,00,00,00
01,02,91,06,b8,95,3b,59,57,16,00,00,a0,0f,00,00,00,01,40,52,fc,a0,42,02,20,60,01,20,00,00,00,00,01,00,5b,fe,00,85,00,80,38,08,00,80,00,04,00,00,d0,7e,15,80,94,82,58,dc,c5,00,00,00,00,00,00,00
